Titulo,Precio,Rating,Ubicacion,Ventas 60 dias
Portátil Acer 15.6  Gaming Ci5 12gb 512gb Ssd,3.459.800,5.0,"Bucaramanga, Santander.",+500
Portatil Dell Vostro 3400 Core I5-1135g7 Ssd 480gb 8gb 14 Hd,2.250.000,0,"Chapinero, Bogotá D.C..",+100
Portatil Hp 245 G7 Amd Athlon 2.6gh Ssd 480gb 8gb Radeon R3,1.090.000,0,"Chapinero, Bogotá D.C..",+500
"Computador  Hp 255 15.6  Amd3020e  8gb , 1tb Hdd, Ssd 480 W",1.650.000,0,"Chapinero, Bogotá D.C..",+100
Portatil Hp 240-g8 Intel N4120 Ssd 256 8gb 2.6 Ghz + Windows,999.000,0,"Chapinero, Bogotá D.C..",+500
Portatil Hp Ryzen 5 4500u 4gb 256gb 15-ef1023la 6-core,1.410.000,0,"Cali, Valle Del Cauca.",+1000
Portátil Asus X513ea Core I5-1135g7 512gb Ssd 8gb Ram Endles,2.599.000,0,"Chapinero, Bogotá D.C..",+100
Asus Tuf Dash Intel Core I7 12650h Rtx 3060 Ram 32gb 512g,7.399.999,0,"Medellín, Antioquia.",+100
Nuevo Macbook Pro 2021 - 16 Pulgadas- 16 Gb Ram / 16 Nucleos,12.704.000,0,"Chapinero, Bogotá D.C..",+100
Portátil Dell 3505 Ryzen 5 3450u 8gb Ssd 256gb 15.6 Win 10,2.657.000,0,"Suba, Bogotá D.C..",+1000
"Portátil Hp Omen 16 Amd Ryzen 7 5800h  16 Gb De Ram, 1tb",5.899.000,0,"Chapinero, Bogotá D.C..",+100
Portatil Lenovo Amd Ryzen 3 5300u Ssd 256gb Hdd 1tb Ram 12gb,1.759.900,0,"Bucaramanga, Santander.",+500
"Portátil Dell Inspiron 15 3511 Intel Core I3 15,6 4gb 1tb",1.600.000,0,"Chapinero, Bogotá D.C..",+100
Portatil Corporativo Lenovo Thinkpad X280 Core I7 8gb 256ssd,2.570.000,0,"Teusaquillo, Bogotá D.C..",+50
Portátil Lenovo V14 Are Ryzen 5 4500 Hdd 1tb + 12gb Vega 6 ,1.769.000,0,"Chapinero, Bogotá D.C..",+500
"Portatil Asus K513ea-bq2213 Core I7 12 Gb Ssd 512gb 15,6 Fhd",3.499.888,0,"Chapinero, Bogotá D.C..",+500
Portatil Acer Gamer Core I5 Ssd 512 Hdd 1tb Ram 16 Gtx 1650,4.309.900,0,"Bucaramanga, Santander.",+500
Portátil Computador Hp Intel Dual Core Ram 8gb 256gb Ssd 14 ,1.099.900,0,"Bucaramanga, Santander.",+1000
"Portatil Asus Amd Ryzen 5-5500u Disco 512ssd,ram 8,fhd",2.399.900,0,"Medellín, Antioquia.",+100
Portatil Acer Gamer Core I5 Ssd 512 Hdd 1tb Ram 16 Gtx 1650,4.309.900,0,"Bucaramanga, Santander.",+500
Portatil Lenovo Amd Ryzen 3 5300u Ssd 512gb Hdd 1tb Ram 8gb,1.729.900,0,"Bucaramanga, Santander.",+500
"Portatil Asus Intel Core I7 1165g7 Ssd 1tb Ram 36gb Led 15,6",4.249.900,0,"Bucaramanga, Santander.",+500
Lenovo Ideapad 3  Ryzen 5 5500u Ssd256gb Ram 8gb 14'' Win10 ,1.999.900,0,"Usaquén, Bogotá D.C..",+100
Portátil Corporativo Lenovo T470 Core I7 6th 16g 256ssd Leer,2.760.000,0,"Teusaquillo, Bogotá D.C..",+50
Portatil Gamer Acer Nitro 5 Intel Core I5 8gb 512ssd Gtx1650,3.793.850,0,"Cota, Cundinamarca.",+1000
Portátil Gamer Hp Victus Intel Core I5 8gb 512gb 16-d0508la ,4.999.000,0,,0
Portátil Hp 245 G8 Ryzen 5-5500u Ram12gb Hdd1tb Windows10pro,2.899.900,0,"Kennedy, Bogotá D.C..",+100
"Laptop Gateway Ultra Slim GWNR71517 blue 15.6"", AMD Ryzen 7 3700U  8GB de RAM 512GB SSD, AMD Radeon RX Vega 10 1920x1080px Windows 11 Home",2.399.900,0,"Usaquén, Bogotá D.C..",+100
Portatil Lenovo Intel Dual Core Ram 20gb Ssd 1tb+hdd1tb,1.659.900,0,"Bucaramanga, Santander.",+500
Asus Tuf Gaming Core I5 10300h 16gb 512gb Gtx 1650 4gb 15.6 ,3.699.950,0,"Chapinero, Bogotá D.C..",+500
Laptop Hp Gamer Amd Ryzen 5-5600h 8gb Ssd 256gb Gtx 1650 W11,3.499.900,0,"Bucaramanga, Santander.",+100
,0,0,,0
Hp Chromebook 14 G4 14  4gb 16gb Intel Celeron N2840 (Reacondicionado),400.000,4.0,"Palmira, Valle Del Cauca.",+100
Laptop Asus Vivobook K513 15 Intel I7 20gb Ram 512gb Ssd Fhd,3.648.000,0,"Bucaramanga, Santander.",+1000
Portatil Asus Gamer Proc Ryzen 7 4700 Ram 12gb Disco 512 Ssd,3.000.000,0,"La Candelaria, Bogotá D.C..",+25
"Computador Portatil Acer Core I5 20gb 512gb Ssd 15,6puLG W10",2.399.732,0,"Bucaramanga, Santander.",+50
Carcasa Case Macbook Air 11 Mate ,42.900,0,"Medellín, Antioquia.",+1000
Computador Portatil Asus X415ea-bv1557w 8gb 256gb Pentium,1.149.900,0,"Medellín, Antioquia.",+100
Portatil Asus Zenbook Ryzen 5 5500u Ram 8gb Ssd512 Um325qa,3.699.000,0,"Cali, Valle Del Cauca.",+1000
Portatil Lenovo Intel Dual Core Disco Ssd 1tb Ram 20gb,1.569.900,0,"Bucaramanga, Santander.",+500
Portatil Dell Intel Core I5 1135g7 Ssd 2tb + Hdd1tb Ram 40gb,3.729.900,0,"Bucaramanga, Santander.",+500
Equipo Portatil Dell Intel Core I5 1135g7 Ssd 2tb Ram 40gb,3.629.900,0,"Bucaramanga, Santander.",+500
Portatil Laptop Lenovo Amd Ryzen 7-4700u Ram 8gb Ssd 512gb ,3.339.900,0,"Bucaramanga, Santander.",+500
Computador Portatil Lenovo Intel Core I3 Ssd 256gb Ram 8gb,1.639.900,0,"Bucaramanga, Santander.",+500
Equipo Portatil Lenovo Amd Ryzen 3 5300u Ssd 256gb Ram 8gb,1.539.900,0,"Bucaramanga, Santander.",+500
Dell Inspiron 15 3501 Intel Core I3-1005g1 8gb 1tb 15.6 Win,1.580.000,0,"Chapinero, Bogotá D.C..",+100
Portátil Hp 245 G7 Amd Athlon 3020e 14 4gb 1tb Windows 10 ,1.200.000,4.8,"Chapinero, Bogotá D.C..",+1000
Computador Portatil Hp Ryzen 5 20gb Ram 1tera Ssd Disco Win,2.675.000,0,"Bucaramanga, Santander.",+1000
Portatil Asus Intel Core I3 Ssd 512gb Ram 12gb Con Huella,1.849.900,0,"Bucaramanga, Santander.",+500
Portatil Dell Intel Core I5 1135g7 Ssd 256gb Hdd1tb Ram 24gb,2.749.900,0,"Bucaramanga, Santander.",+500
Portatil Lenovo Amd Ryzen 5 5500u Ssd 1tb + Hdd 1tb Ram 12gb,2.879.900,0,"Bucaramanga, Santander.",+500
Portatil Dell Inspiron 15-3515 Ryzen 5 3450u 8gb 256gb Ssd ,1.729.000,0,"Chapinero, Bogotá D.C..",+1000
Portátil Asus Zephyrus Ryzen 7 16gb Rtx 3060 512gb Ssd 14,6.649.900,0,"Bucaramanga, Santander.",+50
Portátil Asus Rog Strix Ryzen R9 5900hx 1tb 16gb Rtx 3060,6.999.900,0,"Bucaramanga, Santander.",+50
Portátil Lenovo Legion 5 Core I7 16gb 1tb Ssd Rtx 3060 165hz,6.099.900,0,"Bucaramanga, Santander.",+50
Portátil Acer Amd Ryzen 5 5500u Ssd 2tb + Hdd 1tb Ram 36gb,3.629.900,0,"Bucaramanga, Santander.",+500
Computador Portatil Lenovo Amd 3020e 8gb Ram 1tera + 128ssd,1.600.000,4.0,"Chapinero, Bogotá D.C..",+100
Portatil Lenovo Amd Ryzen 5 5500u Ssd 2tb Ram 40gb Led 14,3.289.900,0,"Bucaramanga, Santander.",+500
"Laptop gamer Asus TUF Gaming FA506IC negra 15.6"", AMD Ryzen 5 4600H  8GB de RAM 512GB SSD, NVIDIA GeForce RTX 3050 144 Hz 1920x1080px Windows 10 Home",4.690.000,0,"Medellín, Antioquia.",+100
Portatil Lenovo Ryzen 3 5300u Solido 512gb Ram 8gb Fhd,2.165.571,0,"Suba, Bogotá D.C..",+1000
Laptop Asus Tuf Ryzen 7 6800h 16gb Ddr5 Rtx 3050ti 512gb,5.549.900,0,"Bucaramanga, Santander.",+50
Laptop Msi Gf63 I5-10300h Ram 8gb Ssd 256gb Gtx1650 4gb W10,3.359.000,0,"Bucaramanga, Santander.",+100
Portátil Lenovo Legion 5 Core I7-11800h 32gb 1tb Rtx 3070,7.780.000,0,"Bucaramanga, Santander.",+50
Portatil Msi Prestige Core I7 32gb Ddr4x Ssd 1tb Nvme 14 Ips,5.599.500,0,"Chapinero, Bogotá D.C..",+50
Portátil Lenovo Amd Ryzen 5 4500u Ssd 1tb Hdd 1tb Ram 20gb,2.969.900,0,"Bucaramanga, Santander.",+500
Laptop Lenovo Legion 5 Core I7 16gb Rtx3050ti 512gb Win11,5.899.900,0,"Bucaramanga, Santander.",+50
Laptop Hp Omen 16 Core I7 11th 64gb 1tb Rtx 3070 165hz 2k,7.799.900,0,"Bucaramanga, Santander.",+50
Portátil Gamer Hp Victus Intel Core I5 8gb 512gb 16-d0508la ,6.158.880,0,"Cota, Cundinamarca.",+100
Portátil Hp 245 G7 Amd Athlon 3020e 14 4gb 1tb Windows 10 ,1.200.000,4.8,"Chapinero, Bogotá D.C..",+1000
Portátil Asus Rog Strix Ryzen R9 5900hx 512gb 32gb Rtx 3060,7.099.900,0,"Bucaramanga, Santander.",+50
Portatil Dell Latitude 3410 Core I5 10210u 10th Gen 1tb 8gb,1.880.000,0,"Chapinero, Bogotá D.C..",+500
Acer Predator Helios 300 I7 12700h 16gb 512ssd Rtx3060 165hz (Reacondicionado),7.399.900,0,"Chapinero, Bogotá D.C..",+100
Computador Lenovo Intel Core I5-10210u  Ram 20 Gb - 1tb Ssd,2.587.200,0,"Bucaramanga, Santander.",+500
Laptop Msi Gl66 Core I7 12700h 16gb 512gb Rtx 3070 8gb 15,7.999.900,0,"Bucaramanga, Santander.",+50
Computador Portatil Hp Ryzen 5 20gb Ram 1tera Ssd Disco Win,2.675.000,0,"Bucaramanga, Santander.",+1000
Computador Portatil Hp Ryzen 5 16gb Ram 480gb Ssd Disco Win,2.320.000,4.0,"Bucaramanga, Santander.",+1000
"Portatil Hp 15,6 Rayzen 5 5500u 16gb Ram 512gb Ssd Radeon",2.499.900,0,"Bucaramanga, Santander.",+500
"Portatil Acer Intel Core I5 1135g7 Ssd 2tb Ram 20gb 15,6 Fhd",3.289.900,0,"Bucaramanga, Santander.",+500
Portatil Lenovo V14 Are Ryzen7 20gb 1tb+ssd 512gb 14,2.999.888,0,"Chapinero, Bogotá D.C..",+500
Portátil Asus 14 Core I3-1115g4 8gb Ram  256 Gb Ssd Fhd,1.849.999,0,"Chapinero, Bogotá D.C..",+100
Portatil Hp 240 G7 Intel N4000 Dual Core 8thgen 1tb Tera 8gb,1.300.000,4.6,"Chapinero, Bogotá D.C..",+500
Portatil Acer Intel Core I5 1135g7 Ssd 1tb Ram 36gb Fhd,3.099.900,0,"Bucaramanga, Santander.",+500
Computador Portátil Acer Core I5 Ram 8gb 256gb Ssd 15.6 ,1.949.900,0,"Ibagué, Tolima.",+100
Portatil Asus M513ia R7-4700u 512ssd + 1tb Hhd  16gb Windows,3.700.000,0,"Chapinero, Bogotá D.C..",+100
Funda Portátil Targus 15.6 Pulgadas Tss995 Factura Legal,54.900,5.0,"Chapinero, Bogotá D.C..",+5mil
Portátil Lenovo Amd Ryzen 5 8gb 512gb Ssd Ip 1 15ada7 Gris,2.999.900,0,"Chapinero, Bogotá D.C..",+100
Portátil Lenovo Amd R5 8gb 512gb Ssd Ideapad Flex 5 14 Azul,3.399.900,0,,0
Portátil Lenovo Amd R7 16gb 512gb Ssd Yoga Slim Prox 14 Gris,6.799.900,0,"Chapinero, Bogotá D.C..",+100
Portátil Lenovo Core I7 16gb 512gb Ssd Gaming 3 15.6 Gris,6.999.900,0,"Chapinero, Bogotá D.C..",+100
Portátil Lenovo Amd R5 Ip Gaming 3 16arh7 8gb 512g 11s Gris,5.799.900,5.0,,0
Portátil Lenovo Intel Core I7 16gb 512gb Thinkpad E15 Gen 4,6.499.900,0,,0
Portátil Lenovo Intel Ci 5 16gb 512gb Yoga 7 14 7ma Gen Azul,5.499.900,0,,0
Portatil Asus Core I5-11300h Ram16gb Ssd 512 Gb Rtx 3050 4gb,4.549.000,5.0,"Chapinero, Bogotá D.C..",+100
Portátil Lenovo Intel Ci5 8gb 512gb Ssd Ip Flex 5 14 Gris,3.799.900,0,"Chapinero, Bogotá D.C..",+100
Portátil Lenovo Ci7 16gb 1tb + 128gb Ssd Legion 5 15.6 Negro,7.699.900,0,,0
Portátil Lenovo Amd Ryzen 7 Pro 32gb 1tb Thinkpad Z16 Gen 1 ,13.999.900,0,"Chapinero, Bogotá D.C..",+100
Laptop Asus M3500q Ryzen 5 5600h 8gb/512gb /15 Fhd Oled  R,2.899.000,0,"Ibagué, Tolima.",+100
"Portatil Asus M515da Ryzen 7 3700u 1tb +256gb 12gb Vega 15,6",2.549.900,4.0,"Medellín, Antioquia.",+100
Portátil Lenovo Intel Core I7 16gb 512gb Thinkbook 14 Gen 4 ,5.499.900,0,,0
Portátil Dell Xps 13 9360 13.3  Fhd 8a Generación Intel Core,7.963.000,0,"Suba, Bogotá D.C..",+500
Portátil Lenovo Core I5 16gb 512gb Yoga Slim 7 Pro Gen 7,5.799.900,0,,0
"Asus Tuf Gaming A15 Ryzen 5 4600h, Gtx 1650 Ssd 512gb 8gb ",5.327.502,0,"Suba, Bogotá D.C..",+100
Asus Zenbook Duo 14 Ux482 Core I7-1195g7 Iris Xe 8gb 512gb,7.641.900,0,"Cali, Valle Del Cauca.",+100
Asus Zenbook Duo 14 Ux482 Core I7-1195g7 Mx450 32gb 1tb,11.806.900,0,"Cali, Valle Del Cauca.",+100
Asus Zenbook 13 Oled Core I7-1165g7 Iris Plus 8gb 512gb W11,4.874.900,0,"Cali, Valle Del Cauca.",+100
Portatil Microsoft Surface Go Tactil Core I5 8gb 128gb Ssd,3.492.900,0,"Cali, Valle Del Cauca.",+100
"Surface Book 2 Microsoft De 15'' Intel Core I5, 16 Gb De",7.038.550,0,"Suba, Bogotá D.C..",+1000
Portátil Notebook 13.5'' Microsoft Surface Book De 16gb,5.490.550,0,"Suba, Bogotá D.C..",+1000
Surface Book 2 Microsoft 2 En 1 Con Pantalla Táctil De,6.651.550,0,"Suba, Bogotá D.C..",+1000
Portátil Asus Vivobook S15 S533 Core I7-1165g 16 Gb 512 Gb ,6.709.900,0,"Cali, Valle Del Cauca.",+100
Asus Rog Flow X13 Portatil Gamer Ryzen 9 Rtx 3050 16gb 1tb,8.958.900,0,"Cali, Valle Del Cauca.",+100
Lenovo Yoga 9i Portatil 2 En 2 Core I7 Iris Xe 16gb 1tb ,10.415.900,0,"Cali, Valle Del Cauca.",+100
Microsoft Surface Portatil 14.4 Core I7 Rtx 3050 16gb 512gb,11.666.900,0,"Cali, Valle Del Cauca.",+100
Asus Tuf Gaming F15 (2022) I7 12700h 14c 16gb Rtx 3060 300hz,8.590.000,0,"Kennedy, Bogotá D.C..",+100
Msi Gf65 Thin I5 10500h Rtx 3060 512gb 144hz Portatil Gamer,5.690.000,0,"Kennedy, Bogotá D.C..",+100
Portatil Gamer Aorus 15 I7 12700h Rtx 3070 Ti 8gb 165hz Qhd,8.990.000,0,"Kennedy, Bogotá D.C..",+100
Lenovo Legión 5 Pro 16  165hz Ryzen 7 5800h Rtx 3060 Gamer,6.890.000,0,"Kennedy, Bogotá D.C..",+100
Portátil Gamer Hp Victus Intel Core I5 8gb 512gb 16-d0508la ,6.158.880,0,"Cota, Cundinamarca.",+100
Computador Portatil Hp Ryzen 5 20gb Ram 1tera Ssd Disco Win,2.675.000,0,"Bucaramanga, Santander.",+1000
Portátil Lenovo Core I5-10210u 8gb 256ssd Win10p 2 Pantallas,5.199.900,0,"Kennedy, Bogotá D.C..",+100
Portátil Acer Amd Ryzen 5 5500u Ssd 256 + Hdd 1tb Ram 20gb,2.599.900,0,"Bucaramanga, Santander.",+500
Portatil Lenovo Intel Dual Core Ram 12gb Ssd 256gb+hdd1tb,1.269.900,0,"Bucaramanga, Santander.",+500
Portátil Lenovo Amd Ryzen 5 5500u 512 Gb + Hdd 1tb Ram 36gb,3.069.900,5.0,"Bucaramanga, Santander.",+500
Asus Zenbook Ryzen 5 5500u Mx450 2gb Ram 8gb 256gb 14  Win10,2.999.950,5.0,"Chapinero, Bogotá D.C..",+500
Computador Portatil Hp Ryzen 5 16gb Ram 480gb Ssd Disco Win,2.320.000,4.0,"Bucaramanga, Santander.",+1000
Computador Portatil Hp Ryzen 5 16gb Ram 1tera Ssd Disco Win,2.449.900,0,"Bucaramanga, Santander.",+1000
Portatil Lenovo V14 Are Ryzen 7 8gb Ssd 250gb+1tb Freedos 14,2.649.888,0,"Chapinero, Bogotá D.C..",+500
Portátil Acer Amd Ryzen 5 5500u Ssd 512 + Hdd 1tb Ram 36gb,3.009.900,0,"Bucaramanga, Santander.",+500
 Hp Probook 440 G8 14'  Intel Core I7 16gb Ram 512gb Ssd,4.499.999,0,"Puente Aranda, Bogotá D.C..",+100
Portatil Acer Gamer Intel Ci5 Ssd 256gb Ram 36gb Nvidia 2gb,2.939.900,0,"Bucaramanga, Santander.",+500
Portatil Asus Core I7 Ram 8gb Ssd 512gb Fhd X515ea Huella,3.090.000,0,"Cali, Valle Del Cauca.",+1000
Portatil Dell Intel Core I5 1135g7 Ssd 512gb Ram 20gb,2.639.900,0,"Bucaramanga, Santander.",+500
Portatil Lenovo Amd Ryzen 5 5500u Ssd 512 + Hdd 1tb Ram 20gb,2.819.900,0,"Bucaramanga, Santander.",+500
"Portátil Acer Amd Ryzen 5 5500u Ssd1tb Ram 36gb Led 15,6 Fhd",3.029.900,0,"Bucaramanga, Santander.",+500
Portatil Acer Aspire Intel Ci5 10210u Ssd 512 Hdd 1tb Ram 16,2.849.900,0,"Bucaramanga, Santander.",+500
Macbook Pro 16 M1 Max Cpu 10c Gpu 32c 1tb 32gb Gris Espacial,19.900.000,0,"Fontibón, Bogotá D.C..",+100
Computador Portatil Lenovo Amd 3020e 8gb Ram 1tera 256ssd,1.550.000,0,"Chapinero, Bogotá D.C..",+50
Portatil Lenovo V14 Are Ryzen 7 12gb Ssd 250gb+1tb 14,2.649.888,0,"Chapinero, Bogotá D.C..",+500
"Portatil Asus Amd Ryzen 5-5500u Disco 512ssd,ram 8,fhd",2.399.900,0,"Medellín, Antioquia.",+100
Portátil Asus X415ma-ek129t Celeron N4020 4gb 1tb 14 Win 10h,859.319,0,"Chapinero, Bogotá D.C..",+100
Portatil Lenovo Ideapad 3 Core I3 12gb Ssd256gb Win 10 15iml,1.699.900,0,"Cali, Valle Del Cauca.",+1000
Portatil Acer Aspire Intel Ci5 10210u Ssd 256 Hdd 1tb Ram 16,2.759.900,0,"Bucaramanga, Santander.",+500
,0,0,,0
Portatil Dell Intel Core I5 1135g7 Ssd 1tb Hdd 1tb Ram 20gb,2.939.900,0,"Bucaramanga, Santander.",+500
Portátil Asus K513ea Core I5-1135g7 512gg Ssd 8gb Endless ,2.999.000,5.0,"Chapinero, Bogotá D.C..",+100
Portatil Acer Intel Core I5 Ssd 256gb Hdd1tb Ram 16gb Nvidia,2.849.900,0,"Bucaramanga, Santander.",+500
"Portatil Asus M515da Ryzen 7 3700u 1tb +256gb 12gb Vega 15,6",2.549.900,4.0,"Medellín, Antioquia.",+100
Laptop Asus M3500q Ryzen 5 5600h 8gb/512gb /15 Fhd Oled  R,2.899.000,0,"Ibagué, Tolima.",+100
Portatil Lenovo Ryzen 7 5700u Ram 16gb Ssd 512gb V14+win Pro,3.650.000,0,"Cali, Valle Del Cauca.",+1000
Portátil Asus X1403za-km116w Oled Core I5 12500h 512 8gb,2.799.900,0,"Medellín, Antioquia.",+100
Portatil Gamer Msi I7 16gb Rtx 6gb 2060 Pantalla Ips + Extra,6.595.000,5.0,"Neiva, Huila.",+100
Portatil Asus Gamer Ryzen 9 5900hx 16gb Rx 6800m 12gb 300hz,7.790.000,0,"Kennedy, Bogotá D.C..",+100
Portátil Asus M515da Ryzen 7 3700u 1tb 8gb Rx Vega 10 Win,2.150.000,0,"Chapinero, Bogotá D.C..",+500
Portatil Dell Intel Core I5 1135g7 Ssd 512gb Hdd1tb Ram 8gb,2.469.900,0,"Bucaramanga, Santander.",+500
Portátil Msi Crosshair I7-12700h Rtx 3070 16gb 1tb Qhd 165hz,9.690.000,0,"Kennedy, Bogotá D.C..",+100
Portatil Lenovo Amd Ryzen 5 5500u Ssd 512gb Ram 36gb Led 14,2.909.900,0,"Bucaramanga, Santander.",+500
Portatil Dell Vostro V3 3400 Intel I5 1135g 4gb 1tb 14 Linux,2.179.000,0,"Chapinero, Bogotá D.C..",+1000
Portatil Acer Gamer Intel Ci5 256gb Ram 8gb Nvidia 2gb,2.479.900,0,"Bucaramanga, Santander.",+500
Portatil Lenovo Sin Iva Ryzen 5 Ram 20gb Disco 256ssd+1tb 2v,2.900.000,0,"La Candelaria, Bogotá D.C..",+25
Portatil Acer Aspire Intel Ci5 10210u Ssd 512 Hdd 1tb Ram 12,2.659.900,0,"Bucaramanga, Santander.",+500
Portatil Asus Rog Zephyrus Ryzen 7 Ram 16gb Ssd 512 Gtx 1650,4.759.900,0,"Bucaramanga, Santander.",+100
Portatil Msi Gf63 Core I5-10300h 8gb 256gb 15.6 Gtx 1650 4gb,3.688.900,0,"Usaquén, Bogotá D.C..",+50
Portátil Asus X415ea-ek1183 Intel Core I5 1135g7 /8gb/256gb,2.089.900,0,"Usaquén, Bogotá D.C..",+50
Portátil Lenovo Amd Ryzen 5 4500u Ssd 512gb Hdd 1tb Ram 20gb,2.789.900,0,"Bucaramanga, Santander.",+500
Portatil Lenovo Intel Core I5 1135g7 Ssd 256gb Ram 20gb,2.379.900,0,"Bucaramanga, Santander.",+500
Portatil Acer Aspire Intel Ci5 10210u Hdd 1tb Ram 16gb,2.569.900,0,"Bucaramanga, Santander.",+500
Portatil Acer Gamer Core I5 Ssd 512 Hdd 1tb Ram 16 Gtx 1650,3.849.900,0,"Bucaramanga, Santander.",+100
Portatil Asus Tuf Fx506lh-hn004 Ci5 24gb 512gb Tv 4gbgtx1650,3.619.800,0,"Engativá, Bogotá D.C..",+50
Portátil Lenovo Gamer I5 10gen Gtx 1650 Ti 16ram 1thd 256ssd,4.599.000,0,"Usaquén, Bogotá D.C..",+100
Portatil Gamer Lenovo Legion 5 Pro Ryzen 7 6800h Rtx 3070 Ti,9.290.000,0,"Kennedy, Bogotá D.C..",+100
Portatil Gamer Acer I7 Decima16gb 1tb + 256 Ssd Gtx 1650,4.634.500,0,"Bucaramanga, Santander.",+500
Portatil Dell Latitude 5430 I7 16gb 512gb Ssd 14  Windows ,8.199.999,0,"Usaquén, Bogotá D.C..",+5
"Laptop Dell Latitude 3400 negra 14"", Intel Core i5 8265U  8GB de RAM 1TB HDD, Intel UHD Graphics 620 1366x768px Windows 10 Pro",4.686.787,5.0,,0
Portatil Lenovo Amd Ryzen 5 5500u Ssd 1tb Ram 36gb Led 14,3.099.900,0,"Bucaramanga, Santander.",+500
Computador Portatil Acer Amd Ryzen 5 3500u Ssd 512gb Ram16gb,2.489.900,0,"Bucaramanga, Santander.",+500
Portátil Asus X415ja-bv2029 Corei3-1005g1 12gb 256ssd Endles,1.699.000,0,"Chapinero, Bogotá D.C..",+100
Portatil Asus Intel Core I5 1135g7 Ssd 512gb Ram 12gb Led 14,2.409.900,0,"Bucaramanga, Santander.",+500
Laptop Hp Corei3-10110u 8gb Ssd 256gb Pantalla 14 Win,1.500.000,0,"Chapinero, Bogotá D.C..",+100
Portatil Acer Aspire Amd Ryzen 5 5500u Ssd 256gb Ram 16gb,2.439.900,0,"Bucaramanga, Santander.",+500
Portatil Hp 245 G7 Amd A4 9125 2.6ghz 1 Tera 8gb Radeon R3,1.249.900,0,"Chapinero, Bogotá D.C..",+500
 M513ia Asus Vivobook Ryzen 7 4700u / 512ssd /16gb,3.800.000,0,"Chapinero, Bogotá D.C..",+100
Portatil Lenovo Amd Ryzen 5 5500u Ssd 1tb Hdd 1tb Ram 12gb,2.549.900,0,"Bucaramanga, Santander.",+500
Portátil Lenovo Amd Ryzen3 4300u - 8gb 1tb+128gb Ssd 14  W10,1.699.000,0,"Ipiales, Nariño.",+50
"Portátil Acer Amd Ryzen 5 5500u Ssd 1tb Ram 8gb Led 15,6 Fhd",2.569.900,0,"Bucaramanga, Santander.",+500
Hp Pavilion X360 I5 1135g7 8gb 256ssd 14  Fhd Touch,3.399.900,0,"Chapinero, Bogotá D.C..",+100
Portátil Lenovo Amd A6 9220  Ssd 128gb Ram 4gb 14  Win 10,905.000,0,"Chapinero, Bogotá D.C..",+500
"Computador Portatil Asus Celeron 4gb Ram 128gb Disco 15,6",1.229.310,0,"Bucaramanga, Santander.",+50
Portatil Lenovo Amd Ryzen 5 5500u Ssd 256 + Hdd 1tb Ram 12gb,2.539.900,0,"Bucaramanga, Santander.",+500
Computador Portatil Hp Laptop 14-cf2525la,3.707.900,0,,0
Portatil Lenovo Amd Ryzen 5 5500u Ssd 256 + Hdd 1tb Ram 8gb,2.419.900,0,"Bucaramanga, Santander.",+500
Portatil Hp Amd Ryzen 5 5500u Disco Ssd 1tb Ram 16gb Led 14,2.379.900,0,"Bucaramanga, Santander.",+500
Portatil Acer Aspire Intel Ci5 10210u Hdd 1tb Ram 12gb,2.389.900,0,"Bucaramanga, Santander.",+500
Portatil Asus Ryzen 5 4600h Ram 12gb Solido 512gb Fhd Wifi+6,3.342.714,0,"Suba, Bogotá D.C..",+1000
Portátil Asus Amd Ryzen  5-3500  Disco 256-1tb -ram 16gb,2.199.900,0,"Medellín, Antioquia.",+5
"Laptop gamer Asus TUF Gaming FX506LH fortress gray 15.6"", Intel Core i5 10300H  8GB de RAM 512GB SSD, NVIDIA GeForce GTX 1650 144 Hz 1920x1080px FreeDOS",3.399.000,0,,0
Portatil Acer Aspire Intel Ci5 10210u Ssd 256 Hdd 1tb Ram 8,2.519.900,0,"Bucaramanga, Santander.",+500
Computador Portatil Acer Amd Ryzen 3 3250u Ssd 1tb Ram 20gb,2.059.900,0,"Bucaramanga, Santander.",+500
Portátil Asus M1402ia Ryzen 5 Ram 8gb 512gb 14 Fhd + Mouse,2.198.888,0,"Chapinero, Bogotá D.C..",+500
Portatil Asus Intel Core I5 1135g7 Ssd 512gb Ram 8gb Led 14,2.279.900,0,"Bucaramanga, Santander.",+500
Portátil Lenovo Amd Ryzen 5 Ideapad 5 14aba7 8gb 512gb Gris ,3.699.900,0,"Chapinero, Bogotá D.C..",+100
Portatil Lenovo Intel Core I5 1035g1 Hdd 1tb Ram 12gb Led 14,2.449.900,0,"Bucaramanga, Santander.",+500
Portátil Lenovo V14 Ryzen 5 4500u Ssd 250gb +1tb Hdd +20gb,2.400.000,0,"Chapinero, Bogotá D.C..",+500
Portatil Hp 245 G8 Ryzen 5 5500 Ssd 256gb 16gb Radeon Vega 7,2.150.000,0,"Chapinero, Bogotá D.C..",+500
Portátil Lenovo Core I5 8gb 512gb Ideapad 1 14 Azul,3.399.900,0,,0
"Asus Chromebook C223 Laptop Chromebook Hd De 11,6  ",955.900,0,"Usaquén, Bogotá D.C..",+500
Portatil Dell Vostro 3400 Corei5 1135g7 16gb 1tb+500gb Win11,2.649.000,0,"Cali, Valle Del Cauca.",+1000
Portatil Asus Ryzen 5 4600h Solido 512gb Ram 8gb Fhd Wifi+6,3.179.857,0,"Suba, Bogotá D.C..",+1000
